nid,name,library,source,confidence,evidence
q0GWpcvfbCs,_ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_12Leaderboards2V130GetBoardDefinitionResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE28setResponseInformationOptionEP37SceNpWebApi2ResponseInformationOption,\N,ps5rs-builtin,100,\N
oYoXwK2hLAc,_ZN3sce3Agc20ResourceRegistration12getOwnerNameEjPcm,\N,ps5rs-builtin,100,\N
-A0EiAdM3tI,_ZN3sce7Toolkit2NP2V26Trophy7Request6UnlockD1Ev,\N,ps5rs-builtin,100,\N
nUV4ZeE0LMI,_OrbisBindShaderStorageBuffers,\N,ps5rs-builtin,100,\N
ZsBscNeIn9w,_ZN3NCA18MultibandDynamics17ProcessEPNS_20PluginProcessContextE,\N,ps5rs-builtin,100,\N
jlJWeq2poDg,_ZN3sce7mvpCore8mp4Demux11SampleSizes6OffsetEi,\N,ps5rs-builtin,100,\N
HUtRZ9lkwqI,_ZN3WTF11Persistence5CoderISt5arrayIhLm20EEE6decodeERNS0_7DecoderERS3_,\N,ps5rs-builtin,100,\N
T5oe1c7CYDU,getaudit,\N,ps5rs-builtin,100,\N
zCZqrp8OkFY,_ZN3sce2Np9CppWebApi17TitleCloudStorage2V113ErrorResponseC2EPNS1_6Common10LibContextE,\N,ps5rs-builtin,100,\N
SsM+exQYxU0,_ZN4cell4rudp6Result5rearmEv,\N,ps5rs-builtin,100,\N
eSfNCiZOs5Q,mono_aot_Sce_Vsh_GameCustomDataunbox_trampolines,\N,ps5rs-builtin,100,\N
Vqm3D+3roQs,_ZN9Matching211Transaction7Builder17KickoutRoomMember4doneEv,\N,ps5rs-builtin,100,\N
FyuoXPzv780,sceFiosDebugDumpDH,\N,ps5rs-builtin,100,\N
yp2sg4cjLJY,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V125FrequentlyMutedPropertiesEEEE8pushBackERKS8_,\N,ps5rs-builtin,100,\N
uQ1nhZaGJy4,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V120RequestPlayerResultsEEEEEEC1EPS9_PNS2_10LibContextE,\N,ps5rs-builtin,100,\N
omGp+AcigLE,mono_btls_x509_name_get_entry_oid,\N,ps5rs-builtin,100,\N
0DmmJzqovIo,_ZN3sce2Np9CppWebApi11UserProfile2V113AvatarFactory7destroyEPNS3_6AvatarE,\N,ps5rs-builtin,100,\N
7iWjtLM--CQ,_ZN3sce2Np9CppWebApi6Common6VectorINS1_14SessionManager2V114SearchOperatorEE6resizeEj,\N,ps5rs-builtin,100,\N
9tfT3KiaerY,_ZN7WebCore8Document10setCharsetERKN3WTF6StringE,\N,ps5rs-builtin,100,\N
wIb84Vz+0eQ,_ZZN3sce3Agc17DrawCommandBuffer6branchENS0_10BranchModeENS0_15CompareFunctionEPVKmmmNS0_11CachePolicyEPNS0_6PacketEjS6_S8_jE7enabled,\N,ps5rs-builtin,100,\N
v1PDK+PUi4M,__res_ownok,\N,ps5rs-builtin,100,\N
SvxdqcwptBQ,_ZN3sce2Np9CppWebApi12Leaderboards2V19RecordApi22Parameter,\N,ps5rs-builtin,100,\N
EKxCLIS5ZUY,_ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_15ProfanityFilter2V225WebApiErrorResponse_errorEEEEC2Ev,\N,ps5rs-builtin,100,\N
dSXGljvWG7Q,_ZNK7WebCore25DropShadowFilterOperation1yEv,\N,ps5rs-builtin,100,\N
DAycoVmY3Mw,sceCamera2GetSaturation,\N,ps5rs-builtin,100,\N
8JIiF5qYZGU,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_12Leaderboards2V122RecordScoreRequestBodyEEC1EPS6_PNS2_10LibContextE,\N,ps5rs-builtin,100,\N
WlGbGwnNLkY,_ZN7bmalloc29StaticPerProcessStorageTraitsINS_11AllIsoHeapsEE7Storage8s_memoryE,\N,ps5rs-builtin,100,\N
dat7om2EGZI,_sceNpMatching2CreateMemberIdList,\N,ps5rs-builtin,100,\N
3uvZa0tCwAs,_Z6DELETEIN3sce2Np9CppWebApi6Common6VectorINS3_12IntrusivePtrINS2_10Activities2V114UserActivities14UserActivitiesEEEEEEiRNS3_10LibContextEPT_,\N,ps5rs-builtin,100,\N
Wvy-UxV--c0,_ZN4Bank16InsertIntoBufferI7SFXNameEEjRPT_iiii,\N,ps5rs-builtin,100,\N
LCQzi5ILGrY,sceHmd2GazeGetCalibrationDataMaxSize,\N,ps5rs-builtin,100,\N
cx7Cxfhu-bY,sceXmlShellCoreTerm,\N,ps5rs-builtin,100,\N
aFJnQE4CaWw,_ZN7WebCorelsERN3WTF10TextStreamERKNS_9ImageDataE,\N,ps5rs-builtin,100,\N
03Fw9wQ61ic,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_17TitleCloudStorage2V128SetMultiVariablesRequestBodyEEEEEE7add_refEv,\N,ps5rs-builtin,100,\N
LNIu4oY7Kho,_ZN3sce7Toolkit2NP2V29Challenge13ChallengeDataC2ERKS4_,\N,ps5rs-builtin,100,\N
6UXWnBRjOxM,_ZN12video_parser7cVpUtil13TimecodeToHMSEjjRiS1_S1_,\N,ps5rs-builtin,100,\N
hwX1PnLpUJQ,sceRnpsAppMgrVerifyFileInApp,\N,ps5rs-builtin,100,\N
S5SRaPdeowU,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_13ConstIteratorIiEEE7add_refEv,\N,ps5rs-builtin,100,\N
iJ6wmI0tj0o,_ZN7WebCore11DisplayList11DrawPatternC1ERNS_5ImageERKNS_9FloatRectES6_RKNS_15AffineTransformERKNS_10FloatPointERKNS_9FloatSizeERKNS_20ImagePaintingOptionsE,\N,ps5rs-builtin,100,\N
f7EMNSIx4Hk,stdthrow,\N,ps5rs-builtin,100,\N
6QfhFhAfeIo,EVP_DigestVerifyFinal,\N,ps5rs-builtin,100,\N
0SJPQ+rdA98,pack_proc_mem_write,\N,ps5rs-builtin,100,\N
2zDJXhwidEA,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V122RequestPlayerStatisticEEEE10setContextEPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
+fHFV-JStfk,_ZN3sce3Gnm21GraphicsShaderControl18setVsLockThresholdEj,\N,ps5rs-builtin,100,\N
QWXCBj-8Zp4,_ZN3sce11TextureTool3Raw15swizzle_6_1_4_7EPDv2_xj,\N,ps5rs-builtin,100,\N
Q1LWvfYrzNk,_ZN3sce11TextureTool3RawmiERKNS1_6MatrixES4_,\N,ps5rs-builtin,100,\N
BA2iGqEAMwI,_sceCesSetupUtf8ToMbcsErrorCallbacks,\N,ps5rs-builtin,100,\N
uv7ObDkuzdU,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V122PlayerSessionSpectatorEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_,\N,ps5rs-builtin,100,\N
lZMIEfeKgNU,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V110DataStatusEEEE5emptyEv,\N,ps5rs-builtin,100,\N
UzicyYogKeg,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V111GameSessionEEaSERKS7_,\N,ps5rs-builtin,100,\N
SeBrIo6X834,_Z6DELETEIN3sce2Np9CppWebApi7Matches2V124RequestCompetitiveResultEEiRNS2_6Common14LibContextImplEPT_,\N,ps5rs-builtin,100,\N
3NH9xqx3tz8,_mincore,\N,ps5rs-builtin,100,\N
Ve+GSbTFyKQ,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_13InGameCatalog2V515ContainerRatingEEEEmmEi,\N,ps5rs-builtin,100,\N
2hj9h9zcj9U,fuse_opt_parse,\N,ps5rs-builtin,100,\N
cnqyPgS-ayE,sceNgs2CustomSamplerVoiceSetPitch,\N,ps5rs-builtin,100,\N
iZfmlVOblHY,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V150PostGameSessionsSessionIdSessionMessageRequestBodyEEEEEEC2Ev,\N,ps5rs-builtin,100,\N
d+2nOPKQeT8,_ZN3sce7Toolkit2NP9Utilities6FutureINS1_13TusDataOutputEED2Ev,\N,ps5rs-builtin,100,\N
NlZPkTwdapU,uloc_isRightToLeft,\N,ps5rs-builtin,100,\N
oDlYK0V9mkA,_ZN3sce3Gnm23UnsafeDrawCommandBuffer14setClipControlENS0_11ClipControlE,\N,ps5rs-builtin,100,\N
mW8CTvYcOos,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V129FrequentlyMutedInPartyMetricsEEEEEED1Ev,\N,ps5rs-builtin,100,\N
0Hpx78ZTjB0,_ZNK3sce2Np9CppWebApi13InGameCatalog2V510ImageMedia9typeIsSetEv,\N,ps5rs-builtin,100,\N
pX-WGteqry0,.LCPI99_7,\N,ps5rs-builtin,100,\N
syWQCmkg5+8,sceScreamPlaySoundByNameEx,\N,ps5rs-builtin,100,\N
bq6if4HJaow,sceAppInstUtilAppCancelableUnInstallByUser,\N,ps5rs-builtin,100,\N
aQhlwYy6PD8,_ZN9Inspector25DebuggerBackendDispatcher20setPauseOnMicrotasksElON3WTF6RefPtrINS1_8JSONImpl6ObjectENS1_13DumbPtrTraitsIS4_EEEE,\N,ps5rs-builtin,100,\N
+MIiJe86DmQ,mono_aot_Newtonsoft_Json_PlayStationunwind_info,\N,ps5rs-builtin,100,\N
ONcgiBJH0dw,_ZN3sce3Agc4Core19FilteredStateBuffer20getWorkingMemorySizeEv,\N,ps5rs-builtin,100,\N
LIa9LkJX6hk,_ZN3JSC7Symbols29replaceUsingRegExpPrivateNameE,\N,ps5rs-builtin,100,\N
-CZ9m6RjuZc,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_13InGameCatalog2V525ContentInteractiveElementEE11get_deleterEv,\N,ps5rs-builtin,100,\N
-bAjEe-hdCg,_ZN3sce7Toolkit2NP2V24Core7Request10InitParamsD1Ev,\N,ps5rs-builtin,100,\N
WNTvpooyj-s,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V123ResponsePlayerStatisticEEEEppEi,\N,ps5rs-builtin,100,\N
sKWdKL366lc,_ZN3sce7Toolkit2NP2V211SharedMedia6VideosD1Ev,\N,ps5rs-builtin,100,\N
jXKnl9o+Qr0,_ZN3JSC7JSProxy19getOwnPropertyNamesEPNS_8JSObjectEPNS_14JSGlobalObjectERNS_17PropertyNameArrayENS_15EnumerationModeE,\N,ps5rs-builtin,100,\N
sWVVteHocts,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_10Activities2V114UserActivities26GetUsersActivitiesResponseEEEE5eraseENS2_13ConstIteratorIS9_EERSC_,\N,ps5rs-builtin,100,\N
D3H+cjfzzFY,sceAppContentAddcontShrink,\N,ps5rs-builtin,100,\N
RUB6zNhQUJQ,_ZNK7WebCore24CoordinatedGraphicsLayer28shouldDirectlyCompositeImageEPNS_5ImageE,\N,ps5rs-builtin,100,\N
XD0q0X8rQ20,mono_btls_x509_store_from_ssl_ctx,\N,ps5rs-builtin,100,\N
Kds5T7zVJVI,_ZN3sce7Toolkit2NP2V24Core33SceNpInGameMessageMemoryPoolStatsD2Ev,\N,ps5rs-builtin,100,\N
Eh70eA7qN5s,_ZN3sce7mvpCore8mp4Demux11SampleSizes4SizeEi,\N,ps5rs-builtin,100,\N
HhV2Og-Q+yA,_ZN7WebCore18ImageBufferBackend13sinkIntoImageENS_18PreserveResolutionE,\N,ps5rs-builtin,100,\N
FSW+vDCLbSo,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11UserProfile2V124GetBlockingUsersResponseEEEEC1EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
N8s7itVpQBM,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_13InGameCatalog2V55ErrorEEEE5beginEv,\N,ps5rs-builtin,100,\N
P+Rsqy-AabE,_ZZN3sce3Agc4Core9translateEPNS1_21DepthRenderTargetSpecEPKNS1_11TextureSpecES6_NS1_19MaintainCompressionEE7enabled_1,\N,ps5rs-builtin,100,\N
t0RkpipoC1E,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_30CommunicationRestrictionStatus2V324ValidationConstraintInfoEEEED2Ev,\N,ps5rs-builtin,100,\N
+EVRguLOLlI,.Lswitch.table._ZN3sce3Agc4Gnmp10DataFormat5buildENS1_18RenderTargetFormatENS1_23RenderTargetChannelTypeENS1_24RenderTargetChannelOrderE.5,\N,ps5rs-builtin,100,\N
vAi23ogf3HE,_ZNK3sce2Np9CppWebApi13InGameCatalog2V412ContainerApi23ParameterToGetContainer14getkeepHtmlTagEv,\N,ps5rs-builtin,100,\N
2bnlV6FiqG0,_ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V125ResponseCooperativeResultEE7popBackEv,\N,ps5rs-builtin,100,\N
PXRvWoMarx8,SceRnpsAppMgrHttp,\N,ps5rs-builtin,100,\N
o860ecZmUas,__sys_settimeofday,\N,ps5rs-builtin,100,\N
W0ivL3ENDqY,sceBgftNotifyExtUsbInserted,\N,ps5rs-builtin,100,\N
O43P1khEPJI,_ZN3sce3Gnm7Sampler17setAnisotropyBiasEh,\N,ps5rs-builtin,100,\N
MrSP24GQaWw,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V116SearchAttributesEEEEC2EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
kECUSNedk3o,sceAvControlGetCurrentOutputMode,\N,ps5rs-builtin,100,\N
wv45EjSBTmo,/PLscePthreadRwlockWrlock,\N,ps5rs-builtin,100,\N
gJ7xP2fcHUI,utrie2_close_67,\N,ps5rs-builtin,100,\N
6rxPFcsZ7f8,scePssCameraClose,\N,ps5rs-builtin,100,\N
vfjcDZZ8eBY,_ZN9Inspector21HeapBackendDispatcherC2ERNS_17BackendDispatcherEPNS_28HeapBackendDispatcherHandlerE,\N,ps5rs-builtin,100,\N
ERH--hd6P0o,_ZN7ScePSVR10ceps_norm2EPfhiPNS_4DCAYEiiS0_S0_i,\N,ps5rs-builtin,100,\N
OJhADckiQw4,_ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_21AdvancedPlayerProfile2V115NatConnectivityEEEEEEcvbEv,\N,ps5rs-builtin,100,\N
w4WRrXbNFI4,mono_aot_Sce_Vsh_Accessormethod_addresses,\N,ps5rs-builtin,100,\N
3a4TANFDzNA,_ZN3sce2Np9CppWebApi7Matches2V18MatchApi25ParameterToGetMatchDetailC2Ev,\N,ps5rs-builtin,100,\N
GYZ8cOaUPoQ,_ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V124GameSessionMemberForReadEEEEneERKS9_,\N,ps5rs-builtin,100,\N
AURXo5jFRu0,sceHidControlGetJediExtensionUnitInfo,\N,ps5rs-builtin,100,\N
rt03TMlySs0,_ZNSt12_Atomic_uintoREj,\N,ps5rs-builtin,100,\N
PrsRaaSO-X0,sched_rr_get_interval,\N,ps5rs-builtin,100,\N
WiGeeH5Bt10,_ZSt10_Mtx_initXPP13pthread_mutexi,\N,ps5rs-builtin,100,\N
VM34WUXELJI,_sce_net_i5_signaling_create_echo_socket,\N,ps5rs-builtin,100,\N
S4gIUI8IQDI,_ZN3sce3Agc4Gnmp16DepthEqaaControl25setInterpolateCompressedZEb,\N,ps5rs-builtin,100,\N
MbTiTppQG-Y,_ZN3JSC10JSDataView6createEPNS_9ExecStateEPNS_9StructureEON3WTF6RefPtrINS_11ArrayBufferENS5_13DumbPtrTraitsIS7_EEEEjj,\N,ps5rs-builtin,100,\N
+uPK3CzBD1c,_ZN3sce7mvpCore8avSource11StartReaderEv,\N,ps5rs-builtin,100,\N
yCCsRYlv+5w,sceNpUniversalDataSystemIntRecordArraySetFloat64,\N,ps5rs-builtin,100,\N
uO6sVo1yCjI,_ZN3sce13AgcGpuAddress87tile_macro_00_00_00_X0_Y0_X1_X2_Y1_S2xX3xY3_S1xX4xY4_Z1xY5xX6_S0xX5xY6_Y2_X3_Y4_Z0xY6_3EPhPKhRKNS0_20ComputeOffsetContextEjNS0_7simd256EjRjRS7_,\N,ps5rs-builtin,100,\N
hL+TQCVUCKM,WKPreferencesSetSelectionPaintingWithoutSelectionGapsEnabled,\N,ps5rs-builtin,100,\N
N6jyiwlBMdc,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V118IdempotentVariableEEEE3endEv,\N,ps5rs-builtin,100,\N
QzcIVCPv9RM,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V125ResponseGameSessionPlayerEEEE5emptyEv,\N,ps5rs-builtin,100,\N
WjmpkQZMzQY,_ZN3sce2Np9CppWebApi13InGameCatalog2V517ContentDescriptor6setUrlEPKc,\N,ps5rs-builtin,100,\N
yk6zFL25aGg,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_13InGameCatalog2V45AudioEEEEEE7add_refEv,\N,ps5rs-builtin,100,\N
-lIhSjJiCFQ,_ZZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V122RequestPlayerStatisticEEEE6resizeEjENKUlRNS2_10LibContextEmE_clESB_m,\N,ps5rs-builtin,100,\N
fsMou-R4zfM,_ZN7WebCore26MessagePortChannelRegistryD2Ev,\N,ps5rs-builtin,100,\N
HUFNEVwv1TI,sceSndzRemoteServiceRegisterAgent,\N,ps5rs-builtin,100,\N
-1Jjpbw3qfc,_nsyygindex,\N,ps5rs-builtin,100,\N
8Ce6O0B-KpA,_ZTSPKe,\N,ps5rs-builtin,100,\N
pxnbpFzaPqQ,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V15ErrorEEEEC1Ev,\N,ps5rs-builtin,100,\N
wd8J06DkYP4,_ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_7Matches2V124UpdateMatchDetailRequestEEEEeqERKS9_,\N,ps5rs-builtin,100,\N
k6DPY3tsjAY,mono_aot_System_Xml_Linqunbox_trampoline_addresses,\N,ps5rs-builtin,100,\N
c8soZKB7iqg,_ZNK3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V110ResultTypeEE4sizeEv,\N,ps5rs-builtin,100,\N
GGr07tEXO18,snd_varDebugGetGlobalVariableNameByHash,\N,ps5rs-builtin,100,\N
PfTG6-tnG2o,_ZN4Util7LwMutexD1Ev,\N,ps5rs-builtin,100,\N
vi+gAaaCMjI,_ZTVN9Matching211Transaction6Packet19CreateServerContextE,\N,ps5rs-builtin,100,\N
SDbXYy7HCdY,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V127RequestGameSessionSpectatorEE11release_refEv,\N,ps5rs-builtin,100,\N
yPog5CehZdY,_ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_7Matches2V119ChildActivityStatusEEEEcvbEv,\N,ps5rs-builtin,100,\N
ziQTe-4++Kw,_ZN3sce2Np9CppWebApi7Matches2V123JoinMatchRequestFactory7destroyEPNS3_16JoinMatchRequestE,\N,ps5rs-builtin,100,\N
P9bHf+GJkCc,_ZN7WebCore11FontCascadeC2Ev,\N,ps5rs-builtin,100,\N
1ULaJ4WPLtI,_ZN7WebCore19ResourceRequestBase13partitionNameERKN3WTF6StringE,\N,ps5rs-builtin,100,\N
2yYv9QWB3hU,sceAmprAmmMeasureAmmCommandSizeAllocatePaForPrt,\N,ps5rs-builtin,100,\N
1VNJzNMypz4,_ZN3sce4Ampr13CommandBuffer9popMarkerEv,\N,ps5rs-builtin,100,\N
rUUR-IH+DuY,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_10Activities2V114UserActivities14UserActivitiesEEC1EPS7_PFvS9_EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
2cDuA1XOmPI,mono_class_data_size,\N,ps5rs-builtin,100,\N
iWUiWACWr0k,_ZN3sce7Toolkit2NP2V28Commerce7ProductC1Ev,\N,ps5rs-builtin,100,\N
NgDJ0dzSS44,_ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_11Matchmaking2V120GetOfferResponseBodyEEENS2_11EmptyHeaderEEC2Ev,\N,ps5rs-builtin,100,\N
t0xDVZkT36o,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V113ErrorResponseEEEE3endEv,\N,ps5rs-builtin,100,\N
OJXwc54M94o,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11Matchmaking2V121GetTicketResponseBodyEEEE6resizeEj,\N,ps5rs-builtin,100,\N
+KAZu7rJreE,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS1_11Matchmaking2V111OfferStatusEEmmEv,\N,ps5rs-builtin,100,\N
sn82hoI2VTo,ulistfmt_format_67,\N,ps5rs-builtin,100,\N
tfdN+ujt-xU,_ZN3sce3Gnm23UnsafeDrawCommandBuffer21selectGdsPerfCountersEjjPKNS0_14GdsPerfCounterE,\N,ps5rs-builtin,100,\N
BDteGj1gqBY,_ZNKSt7num_putIwSt19ostreambuf_iteratorIwSt11char_traitsIwEEE6do_putES3_RSt8ios_basewPKv,\N,ps5rs-builtin,100,\N
jm0S13Pi1Zw,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_17TitleCloudStorage2V122UploadDataResponseBodyEEENS4_INS6_7DataApi25UploadDataResponseHeadersEEEE16setResponseReadyEi,\N,ps5rs-builtin,100,\N
Iv249kxxuiQ,X509_EXTENSION_get_object,\N,ps5rs-builtin,100,\N
f1CLT4QGcSU,sceVshAvcapClose,\N,ps5rs-builtin,100,\N
GbA8O7h4xy0,_ZN4cell4rudp7Context21getLastErrorWithClearEv,\N,ps5rs-builtin,100,\N
DOo2yUI0Tsk,_ZN12video_parser17cVideoProfilerMp417_releaseMediaListERNS_7cVpListINS_13VpMediaInfo_tEjEEMS0_FNS_11VP_RESULT_eEPS2_E,\N,ps5rs-builtin,100,\N
xyJJL7LMEKs,__atomic_store_16,\N,ps5rs-builtin,100,\N
5ckAy-191ws,_ZN3JSC21linkAndEvaluateModuleEPNS_9ExecStateERKNS_10IdentifierENS_7JSValueE,\N,ps5rs-builtin,100,\N
WnWKxDgyztg,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V141GetUsersAccountIdGameSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE4initEv,\N,ps5rs-builtin,100,\N
xYsCXjf2Rk0,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11Matchmaking2V110UserTicketEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_,\N,ps5rs-builtin,100,\N
VTZ+4rVcoJM,_ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorImEEEptEv,\N,ps5rs-builtin,100,\N
vyh-T6sMqnw,sceAudioInSetCompressorPreGain,\N,ps5rs-builtin,100,\N
s3z47NxGpwM,ff4_l_com_get_hvcc_array_num,\N,ps5rs-builtin,100,\N
EFPjPF0t0rE,_ZZN3sce3Agc13CommandBuffer9branchLruENS0_10BranchModeENS0_15CompareFunctionEPVKmmmPNS0_6PacketEjS7_jE7enabled_2,\N,ps5rs-builtin,100,\N
4boImm4wxu0,_bind,\N,ps5rs-builtin,100,\N
goiLnDJ4lCI,_ZN4Manx15ProcessLauncher10invalidateEi,\N,ps5rs-builtin,100,\N
uiDzVg4GhYk,_ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_14SessionManager2V130PostPlayerSessionsResponseBodyEEEEmmEv,\N,ps5rs-builtin,100,\N
GWXTyxs4QbE,sceMoveGetDeviceInfo,\N,ps5rs-builtin,100,\N
8d3OO75O9R4,_ZNK7WebCore8Document11completeURLERKN3WTF6StringENS_22ScriptExecutionContext9ForceUTF8E,\N,ps5rs-builtin,100,\N
5LhFvqzrcug,sceMusicPlayerServiceSeek,\N,ps5rs-builtin,100,\N
n1HCNutOP2E,_ZL22s_pDistanceModelHeader,\N,ps5rs-builtin,100,\N
UgOURVZjz7I,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_7Matches2V119ResponseTeamResultsEEEEC1Ev,\N,ps5rs-builtin,100,\N
lrp9PxyOwm4,mono_aot_Sce_Vsh_VoiceAndAgentunwind_info,\N,ps5rs-builtin,100,\N
c1b50F3MR4Q,.LCPI338_1,\N,ps5rs-builtin,100,\N
Z3Ys6m39eeY,_ZN3sce11TextureTool3Raw15swizzle_1_4_4_7EPDv2_xj,\N,ps5rs-builtin,100,\N
3Ua1NDyrPyg,_ZN14VoiceMixModule3MixEP9VoicePortb,\N,ps5rs-builtin,100,\N
akYcfg-zUx8,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V134PostGameSessionsSearchResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE3getEv,\N,ps5rs-builtin,100,\N
AmchweIolL4,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V129MatchCompletionRatePropertiesEEEED2Ev,\N,ps5rs-builtin,100,\N
4eIaqHVoP6c,_ZN3sce3Agc4Core21FilteredLegacyContext31resetToolkitChangesAndSyncToGl2ENS0_7Toolkit6ResultE,\N,ps5rs-builtin,100,\N
ffhPlW+s5B8,_ZN8meta_gen11MsvPromoter28setKeyValue_TBLI_AspectRatioENS0_23MsvPromoterSetValueInfoEP10KeyValue_ti,\N,ps5rs-builtin,100,\N
bPvFWN2jotk,__sanitizer_maybe_open_cov_file,\N,ps5rs-builtin,100,\N
mODyaCpyDnM,_ZNK3sce3Xml3Dom8Document7getRootEv,\N,ps5rs-builtin,100,\N
9O94JpEWJ7Q,_ZN3sce7mvpCore10avSourceTS20s_numActiveInstancesE,\N,ps5rs-builtin,100,\N
Q+H9NJmPKJQ,sce11CloudClient3App10AppManager7Message7StoppedE,\N,ps5rs-builtin,100,\N
PawfYA0Q2Bs,sceSndzAssetContentLockOnPlayer,\N,ps5rs-builtin,100,\N
GeyfRog0Ld8,sceSndzVoiceSystemSetNumRenderChannels,\N,ps5rs-builtin,100,\N
wybPkXuWnoE,u_enumCharTypes,\N,ps5rs-builtin,100,\N
c-p4Wm6bD1Y,_ZN3sce7Toolkit2NP15AppSTLAllocatorINS1_26ActivityFeedCondensedStoryEED1Ev,\N,ps5rs-builtin,100,\N
tutXatEmpzU,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14SessionManager2V118LeaderWithOnlineIdEEEEEED2Ev,\N,ps5rs-builtin,100,\N
G0YOlUTPg78,_ZN3JSC16InternalFunction11getCallDataEPNS_6JSCellERNS_8CallDataE,\N,ps5rs-builtin,100,\N
6+FEoF2cgO4,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V113ChildActivityEEEEEEC1ERKSA_,\N,ps5rs-builtin,100,\N
