nid,name,library,source,confidence,evidence
xYHAR2W390o,_ZN3JSC14JSRunLoopTimerD0Ev,\N,ps5rs-builtin,100,\N
be71qBQEvVQ,_ZN3sce7Toolkit2NP2V24Core8ResponseINS2_7Ranking12FriendsRanksEE3setEv,\N,ps5rs-builtin,100,\N
VtH18twXngE,_ZN3sce14PhysicsEffects15PfxJointElement9execWriteEPNS0_10PfxContextE,\N,ps5rs-builtin,100,\N
rWF-AX29jbY,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_12Leaderboards2V14UserEEC2EPS6_PNS2_10LibContextE,\N,ps5rs-builtin,100,\N
ifXXtEw6p10,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V112NonPsnLeaderEEEE10setContextEPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
jels8I80-Wo,HASH_TABLE_deletePtr,\N,ps5rs-builtin,100,\N
wCZsAfagY7A,_ZN8SysVoiceC1Ev,\N,ps5rs-builtin,100,\N
no2OhehWDrc,_sceCesJisRow_1_8_GetLevel,\N,ps5rs-builtin,100,\N
9P1D1NwRok0,_ZNK7WebCore11HTMLElement10spellcheckEv,\N,ps5rs-builtin,100,\N
SmxDJwLGQzc,_ZNK3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V119AdditionalStatisticEEdeEv,\N,ps5rs-builtin,100,\N
+RD9IF7ia-E,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_11UserProfile2V124GetBlockingUsersResponseEEENS4_INS2_18ResponseHeaderBaseEEEE17setNpWebApi2ReqIdEl,\N,ps5rs-builtin,100,\N
FrVw0MpFUfU,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V127GetGameSessionsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEEC2EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
jTxG4WHYRSE,mono_object_isinst_with_cache,\N,ps5rs-builtin,100,\N
RFIZF5hdFRs,_ZN3sce2Np9CppWebApi6Common6VectorINS1_7Matches2V110PlayerTypeEE7popBackEv,\N,ps5rs-builtin,100,\N
Kz9qqimlh48,_ZNK7WebCore8Document11windowProxyEv,\N,ps5rs-builtin,100,\N
-qjq0kJTo8I,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorIjEEE7add_refEv,\N,ps5rs-builtin,100,\N
vixXOEM0Ejw,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_11UserProfile2V114PersonalDetailEEEEEEC2ERSA_,\N,ps5rs-builtin,100,\N
Ns9mLXv9IA8,_Z6DELETEIN3sce2Np9CppWebApi6Common6VectorINS2_13InGameCatalog2V511MediaSourceEEEEiRNS3_14LibContextImplEPT_,\N,ps5rs-builtin,100,\N
b37CGtvxAtA,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V110DataStatusEEEE5clearEv,\N,ps5rs-builtin,100,\N
B8qa1ZrDLG8,.LCPI205_5,\N,ps5rs-builtin,100,\N
3YnXspQNyw8,nmount,\N,ps5rs-builtin,100,\N
ns8HVzVqaNo,sceShellCoreUtilGetGpuLoadEmulationModeByAppId,\N,ps5rs-builtin,100,\N
ASoW5WE-UPo,sceKernelAprSubmitCommandBufferAndGetResult,\N,ps5rs-builtin,100,\N
uw9LAglEeMY,cellDntpSha256Digest,\N,ps5rs-builtin,100,\N
jwImxXRGSKA,sceVideodec2DeleteDecoder,\N,ps5rs-builtin,100,\N
pbnNoVilK-o,_ZN3sce11TextureTool3Raw16swizzle8_5_0_5_6EPDv2_xj,\N,ps5rs-builtin,100,\N
iY27bBrKyAk,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V125FrequentlyMutedPropertiesEEEEC2EPS8_,\N,ps5rs-builtin,100,\N
mQEeWJn0oOs,_ZN3sce2Np9CppWebApi6Common8IteratorINS1_7Matches2V110PlayerTypeEED2Ev,\N,ps5rs-builtin,100,\N
75qnyRc9zRc,_ZN3sce2Np9CppWebApi14SessionManager2V124RequestGameSessionPlayer17unsetPushContextsEv,\N,ps5rs-builtin,100,\N
3gIrlaesBdY,monoeg_g_slist_find_custom,\N,ps5rs-builtin,100,\N
-Zr01BtMK4I,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V137RequestPlayerSessionInvitationToGroupEEEEC1Ev,\N,ps5rs-builtin,100,\N
0YIBcyMqA9I,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14SessionManager2V115SearchConditionEEEE5emptyEv,\N,ps5rs-builtin,100,\N
a81rMvmLc2o,_ZTVN3sce2np6ObjectE,\N,ps5rs-builtin,100,\N
FejRIR82SsI,_ZN3sce2np8msg_pack16MsgPackArrayImpl5EntryD0Ev,\N,ps5rs-builtin,100,\N
0h5vgGNh20w,sceNpPartyCommonPsNowTerm,\N,ps5rs-builtin,100,\N
yykC20xgacA,_ZN7WebCore22EmptyFrameLoaderClient31dispatchDecidePolicyForResponseERKNS_16ResourceResponseERKNS_15ResourceRequestEON3WTF8FunctionIFvNS_12PolicyActionEEEE,\N,ps5rs-builtin,100,\N
Rl3bMn3Zub0,_ZN3sce3Gnm17DepthRenderTarget14setLinearHtileEb,\N,ps5rs-builtin,100,\N
tn4XsVgsb70,_ZN3sce2np8HttpFileC1EP16SceNpAllocatorEx,\N,ps5rs-builtin,100,\N
BUBCBwcLzvo,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_7Matches2V122GetMatchDetailResponseEEENS2_11EmptyHeaderEED2Ev,\N,ps5rs-builtin,100,\N
hW86tUemJmo,_ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V118GameSessionForReadEEEEneERKS9_,\N,ps5rs-builtin,100,\N
rQVfdiKBFKI,_ZN3sce10GpuAddress7Tiler2d11tileSurfaceEPvPKv,\N,ps5rs-builtin,100,\N
48Z12OPcEag,__remainder,\N,ps5rs-builtin,100,\N
ebxz367IKR8,WKPreferencesSetBeaconAPIEnabled,\N,ps5rs-builtin,100,\N
RnF0SafSl1A,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V124GameSessionMemberForReadEEaSERS7_,\N,ps5rs-builtin,100,\N
RLyq6du6jA4,_ZN3sce2Np9CppWebApi6Common11TransactionINS2_12IntrusivePtrINS1_14SessionManager2V154GetUsersAccountIdPlayerSessionsInvitationsResponseBodyEEENS2_11EmptyHeaderEEC2ERKSA_,\N,ps5rs-builtin,100,\N
q3YO1c0RqFo,_ZNK3sce4Json6Object8iteratoreqERKS2_,\N,ps5rs-builtin,100,\N
A3-w2ovcAKY,_ZN3sce3Agc4Core16registerResourceEPKNS1_7TextureEPKcz,\N,ps5rs-builtin,100,\N
VPoPXV5riog,_ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V125NatConnectivityPropertiesEEEEeqERKS9_,\N,ps5rs-builtin,100,\N
v08Z2LADJYM,_ZN7WebCore18TextureMapperLayer15setDebugVisualsEbRKNS_5ColorEfb,\N,ps5rs-builtin,100,\N
bZ+lKHGvOr8,_ZNKSt7num_getIwSt19istreambuf_iteratorIwSt11char_traitsIwEEE3getES3_S3_RSt8ios_baseRNSt5_IosbIiE8_IostateERt,\N,ps5rs-builtin,100,\N
M8oCP9Us+6s,.L.str.261,\N,ps5rs-builtin,100,\N
30+Mz7oR82Y,sceHttpGetIcmOption,\N,ps5rs-builtin,100,\N
Uwy5H0xJugI,_ZN7WebCore11BidiContext6createEh14UCharDirectionbNS_19BidiEmbeddingSourceEPS0_,\N,ps5rs-builtin,100,\N
oy7TmeiCCY8,snd_FindExternProcHandler,\N,ps5rs-builtin,100,\N
TWHCDJ6jdk4,sceSndzAttribFiltersReset,\N,ps5rs-builtin,100,\N
mg+SMbECZFs,_ZN3sce13AgcGpuAddress38detile_micro_00_00_00_00_Y0_Y1_X0_X1_2EPhPKhRKNS0_20ComputeOffsetContextEjNS0_7simd256EjRjRS7_,\N,ps5rs-builtin,100,\N
Ud4gDZJIY5w,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14IdentityMapper2V333PsnWebError_error_missingElementsEEEEC1EPS8_,\N,ps5rs-builtin,100,\N
D18klS+x8Ys,_ZN3sce14PhysicsEffects24PfxLargeMeshEdgesElement9execWriteEPNS0_10PfxContextE,\N,ps5rs-builtin,100,\N
k19M2+XgFK4,_ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_11Matchmaking2V121GetTicketResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEEC2Ev,\N,ps5rs-builtin,100,\N
WUKXnNDqQrM,ScePsmMonoArrayLength,\N,ps5rs-builtin,100,\N
rFNzw7PCoVQ,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11UserProfile2V125GetPublicProfilesResponseEEEE6insertENS2_13ConstIteratorIS8_EERKS8_RSB_,\N,ps5rs-builtin,100,\N
OcXqr0lwnSc,_ZNK7WebCore5Range21compareBoundaryPointsENS0_10CompareHowERKS0_,\N,ps5rs-builtin,100,\N
+DAkoxB+QvU,_ZN3sce2Np9CppWebApi21AdvancedPlayerProfile2V19PlayStyle11unsetGlobalEv,\N,ps5rs-builtin,100,\N
tcN0ngcXegg,j0,\N,ps5rs-builtin,100,\N
eoznh9L8Wao,_ZNSt6vectorIN4Edge5Tools19KeyframePackingSpecESaIS2_EE6resizeEm,\N,ps5rs-builtin,100,\N
XmDDSanWHFE,_ZN3NCAL37s_paramInfoToolSideACMConvolver1SetIRE,\N,ps5rs-builtin,100,\N
iaGiAJLchhs,_ZN17VoiceResourceInfo14GetMaxBindingsEv,\N,ps5rs-builtin,100,\N
-HOOCn0JY48,sceAgcDcbSetShRegistersIndirect,\N,ps5rs-builtin,100,\N
KW5JnX-5g-M,_ZN7WebCore17JSDOMRectReadOnlyC1ERKS0_,\N,ps5rs-builtin,100,\N
NQvgMXcGmjs,_ZNK7WebCore24CoordinatedGraphicsLayer2idEv,\N,ps5rs-builtin,100,\N
qtJGxiya8aw,mono_security_core_clr_get_options,\N,ps5rs-builtin,100,\N
fF0IKMwa8Uc,_ZN3sce3Agc13CommandBuffer24setShRegisterRangeDirectENS0_11ShRegOffsetEPKjj,\N,ps5rs-builtin,100,\N
FrA6CELJjjc,_ZN3sce3Psr8internal18task_anonymous_setIZNS1_13qbvh_refit_mtEPNS1_14task_schedulerERKNS1_9qbvh_viewEPKNS0_3Cpu14GeometryConfigEjE3$_3E3runEj,\N,ps5rs-builtin,100,\N
fKjnW7U6hUM,sceHidControlSetPswEqPresetSelection,\N,ps5rs-builtin,100,\N
6bz32V2i7zQ,_ZN3sce2Np9CppWebApi6Common6VectorINS1_14SessionManager2V19JoinStateEEC1EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
qn2tHsZI2t8,snd_dmlLoadFileFromMem,\N,ps5rs-builtin,100,\N
U25hDiwEHNs,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_13InGameCatalog2V411ContentTypeEEEE6assignEPS8_PFvSA_EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
opkpBy1S9Ek,mono_environment_exitcode_get,\N,ps5rs-builtin,100,\N
cYN9+rsnnpA,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_17TitleCloudStorage2V115LastUpdatedUserEEEE4sizeEv,\N,ps5rs-builtin,100,\N
gDcBsaLKlxs,_ZN9Matching211Transaction6Packet25GetRoomSystemBinAttributeD1Ev,\N,ps5rs-builtin,100,\N
DXqOIg6G+L4,_ZN7WebCore9FrameView20removeScrollableAreaEPNS_14ScrollableAreaE,\N,ps5rs-builtin,100,\N
H5bi1XkIVbM,_ZN3sce2Np9CppWebApi11Matchmaking2V128GetTicketResponseBodyFactory6createEPNS1_6Common10LibContextERKNS_4Json5ValueEPNS5_12IntrusivePtrINS3_13ErrorResponseEEE,\N,ps5rs-builtin,100,\N
WalrpOg7gxc,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_7Matches2V126RequestTeamMemberStatisticEEEEEE7get_refEv,\N,ps5rs-builtin,100,\N
YtzL-Rso9bk,_ZN3sce2np7HttpUri5BuildEPKS1_PcmPmj,\N,ps5rs-builtin,100,\N
Pbzub+5jHH4,.LCPI369_0,\N,ps5rs-builtin,100,\N
m3fJTqUXZrc,_ZN3sce3Psr3Gpu37rebraiding_build_instance_parent_textE,\N,ps5rs-builtin,100,\N
AaW1EIUaxRA,_ZNKSs13find_first_ofERKSsm,\N,ps5rs-builtin,100,\N
xhmR4dQ6+1w,_ZNK3sce2Np9CppWebApi7Matches2V111AddedPlayer13getPlayerTypeEv,\N,ps5rs-builtin,100,\N
bImgR9hCXIk,_ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V118RequestTeamResultsEEEEeqERKS9_,\N,ps5rs-builtin,100,\N
r4taBiWZTRw,_ZThn16_N9Inspector19InspectorAuditAgent3runERN3WTF6StringERKS2_PKiRNS1_6RefPtrINS_8Protocol7Runtime12RemoteObjectENS1_13DumbPtrTraitsISB_EEEERNS1_8OptionalIbEE,\N,ps5rs-builtin,100,\N
k-rW4Fyo67M,_ZNK3sce2Np9CppWebApi11UserProfile2V110FriendsApi21ParameterToGetFriends8getorderEv,\N,ps5rs-builtin,100,\N
8ICL-Sn5+2k,GCC_except_table269,\N,ps5rs-builtin,100,\N
XzHv889WHkA,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_15ProfanityFilter2V224TestForProfanityResponseEEEEEE11release_refEv,\N,ps5rs-builtin,100,\N
oF6WNW5qdXQ,SCE_rtosInit,\N,ps5rs-builtin,100,\N
EcPdOjUVQIU,_ZNK3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V120RequestPlayerResultsEEEEdeEv,\N,ps5rs-builtin,100,\N
o1wQdJ-8Wzg,_ZN3WTF10StringView16GraphemeClusters8IteratorC1ERKS0_j,\N,ps5rs-builtin,100,\N
TsviBOn0LBo,fixxfdi,\N,ps5rs-builtin,100,\N
yzKxPvQxYfQ,sceMediaAppSharedStorageIsMediaAppInstalled,\N,ps5rs-builtin,100,\N
qT9kwGpvc5c,_ZNK3sce2np8msg_pack12MsgPackValue5CloneEP14SceNpAllocatorPS2_,\N,ps5rs-builtin,100,\N
fUs6e4DCwfA,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V110ReputationEEEE5eraseENS2_13ConstIteratorIS8_EERSB_,\N,ps5rs-builtin,100,\N
DlFczkFKBwM,_ZN3sce7Toolkit2NP2V28Matching7Request10CreateRoom23MIN_SESSION_INDEX_VALUEE,\N,ps5rs-builtin,100,\N
oWDTy-6T8QY,_ZN3sce2Np9CppWebApi6Common8IteratorINS1_11Matchmaking2V113AttributeTypeEED2Ev,\N,ps5rs-builtin,100,\N
FSEZl29BkTQ,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_14IdentityMapper2V311PsnWebErrorEEEEC1Ev,\N,ps5rs-builtin,100,\N
4afM3Xt0+Ig,_ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_11UserProfile2V124GetBlockingUsersResponseEEENS4_INS2_18ResponseHeaderBaseEEEE28setResponseInformationOptionEP37SceNpWebApi2ResponseInformationOption,\N,ps5rs-builtin,100,\N
-ZQC46h5lbg,_ZN7WebCore9HTMLNames35onwebkitpresentationmodechangedAttrE,\N,ps5rs-builtin,100,\N
ig0sU4CUR2U,_ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_14IdentityMapper2V311OnlineIdMapEEENS4_INS6_12IDMappingApi36GetOnlineId2AccountIdResponseHeadersEEEE28getResponseInformationOptionEv,\N,ps5rs-builtin,100,\N
xrY2KyKW7DE,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_7Matches2V111AddedPlayerEE7get_refEv,\N,ps5rs-builtin,100,\N
oy-ynAsqudg,.L.str.510,\N,ps5rs-builtin,100,\N
P2m+E-1dt20,_ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V129FrequentlyMutedInPartyMetricsEEEEC1Ev,\N,ps5rs-builtin,100,\N
I8dHzWVUUw4,_ZN3sce2Np9CppWebApi7Matches2V18MatchApi25ParameterToGetMatchDetail9unsetviewEv,\N,ps5rs-builtin,100,\N
FyOAjfkFjWQ,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_21AdvancedPlayerProfile2V119PlayStylePropertiesEEC2ERS7_,\N,ps5rs-builtin,100,\N
j0HV+Bc6FPw,_ZN3sce2Np9CppWebApi6Common6VectorINS1_12Leaderboards2V18SortModeEE7reserveEi,\N,ps5rs-builtin,100,\N
uZ1dgNMLunQ,_ZN8LibNpIpc10EventCbMgrC1Ev,\N,ps5rs-builtin,100,\N
pQLJV5SEAqk,sceNetBweStartInternetConnectionTestBandwidthTestIpcInt,\N,ps5rs-builtin,100,\N
224Dc5ju5Mk,_ZN3sce2Np9CppWebApi6Common6VectorINS1_12Leaderboards2V18SortModeEEC2EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
X5e9GK4yISU,_ZN3sce2Np9CppWebApi14SessionManager2V135PostGameSessionsResponseBodyFactory6createEPNS1_6Common10LibContextERKNS_4Json5ValueEPNS5_12IntrusivePtrINS3_28PostGameSessionsResponseBodyEEE,\N,ps5rs-builtin,100,\N
OkmShGtcTj8,_ZN3sce2Np9CppWebApi6Common10LibContext17createTransactionINS2_12IntrusivePtrINS1_14SessionManager2V153PostGameSessionsSessionIdMemberSpectatorsResponseBodyEEENS5_INS2_18ResponseHeaderBaseEEEEEiRNS2_15TransactionBaseIT_T0_EE,\N,ps5rs-builtin,100,\N
YpxR8CqGMIM,FTA_Support_Format_TrueType,\N,ps5rs-builtin,100,\N
GXcCQB-7-Sc,SetServiceType,\N,ps5rs-builtin,100,\N
uaQLyOXnEU4,_ZN3sce7Toolkit2NP5EventC2EPKNS1_8UserInfoE,\N,ps5rs-builtin,100,\N
dmdjppsZHjk,_ZN3NCA3Tap15GetReadPointersEPKfRS2_S3_,\N,ps5rs-builtin,100,\N
LsVLIew2D-w,WKPreferencesSetVisibleDebugOverlayRegions,\N,ps5rs-builtin,100,\N
ZqKPLKSRnfg,_ZN3WTF8JSONImpl5ValueC2Ed,\N,ps5rs-builtin,100,\N
VeLtIbQ1NWA,_ZN7WebCore14StaticNodeListC2EON3WTF6VectorINS1_3RefINS_4NodeENS1_13DumbPtrTraitsIS4_EEEELm0ENS1_15CrashOnOverflowELm16EEE,\N,ps5rs-builtin,100,\N
tvWsGD+zgeY,_ZN3sce14PhysicsEffects24pfxSerializeInternalDiffEPvPFvPNS0_20PfxSerializeCapacityEPNS0_18PfxSerializeBufferEES7_PFvjjEPFbS3_S5_PKS2_EPFviPPKciEc,\N,ps5rs-builtin,100,\N
Qe9h7649MnQ,uloc_getDisplayKeywordValue_67,\N,ps5rs-builtin,100,\N
B9GRiThMyyY,sceNgs2ModuleProcessUnlock,\N,ps5rs-builtin,100,\N
CjxqMyx2-pU,sceHttp2GetAllTrailingHeaders,\N,ps5rs-builtin,100,\N
o1azI8TGjbc,_ZN3sce2np10NpOnlineId13GetNpOnlineIdERKNS0_4UserEP13SceNpOnlineId,\N,ps5rs-builtin,100,\N
r3ud5eomFPg,.LCPI8_3,\N,ps5rs-builtin,100,\N
ItPe4Au08Bw,cesUcs2StrToCopyArray,\N,ps5rs-builtin,100,\N
ME8vMJaEq-w,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS1_7Matches2V115CompetitionTypeEE21intrusive_ptr_add_refEPS7_,\N,ps5rs-builtin,100,\N
mNVaOpyS+ts,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_14SessionManager2V141GetUsersAccountIdGameSessionsResponseBodyEEC1ERKS7_,\N,ps5rs-builtin,100,\N
CPIsE66lV8U,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V154GetUsersAccountIdPlayerSessionsInvitationsResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE6unlockEv,\N,ps5rs-builtin,100,\N
9CA9gndhqkg,_ZNK3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_21AdvancedPlayerProfile2V119NatConnectivityFromEEEEptEv,\N,ps5rs-builtin,100,\N
I1OWnbqI2gY,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS2_6BinaryEEENS4_INS1_17TitleCloudStorage2V17DataApi27DownloadDataResponseHeadersEEEE7releaseEv,\N,ps5rs-builtin,100,\N
FABuzZ4gg8w,_ZN3sce11TextureTool3Raw15swizzle_7_4_0_4EPDv2_xj,\N,ps5rs-builtin,100,\N
6yFd3HB2OE8,_ZNK3sce2Np9CppWebApi12Leaderboards2V19RecordApi22ParameterToRecordScore24getxPsnAtomicOperationIdEv,\N,ps5rs-builtin,100,\N
3NItjQDOoGI,_ZN12video_parser48VpMpegvideoAvcParsePPS_get_top_left_bottom_rightEPNS_21VpMpegvideoAvcPPSCtrlEiPjS2_,\N,ps5rs-builtin,100,\N
TgZ1iZ-XZG8,_ZN3sce3Agc4Core19IndirectStageBinder20setVertexBufferTableEPKNS1_6BufferEj,\N,ps5rs-builtin,100,\N
mAPVf1I2+is,sceDebugIpmiGetSessionInfo,\N,ps5rs-builtin,100,\N
G06MgEOz6gg,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS2_6VectorINS4_INS1_13InGameCatalog2V59ContainerEEEEEEENS4_INS2_18ResponseHeaderBaseEEEE13resetTaskFuncEv,\N,ps5rs-builtin,100,\N
Kv950NmH0NQ,_ZN3sce2Np9CppWebApi6Common15TransactionBaseINS2_12IntrusivePtrINS1_7Matches2V119CreateMatchResponseEEENS2_11EmptyHeaderEE28setResponseInformationOptionEP37SceNpWebApi2ResponseInformationOption,\N,ps5rs-builtin,100,\N
lJsvpm4XjtM,mono_image_init,\N,ps5rs-builtin,100,\N
sjaobBgqeB4,sceNpUniversalDataSystemInitialize,\N,ps5rs-builtin,100,\N
EhVJRG6LuwM,_ZN3sce2Np9CppWebApi6Common13ConstIteratorINS2_12IntrusivePtrINS1_14SessionManager2V130ResponsePlayerSessionSpectatorEEEE21intrusive_ptr_sub_refEPS9_,\N,ps5rs-builtin,100,\N
AS1ADdtdIsM,_ZN9Inspector25TimelineBackendDispatcher6enableElON3WTF6RefPtrINS1_8JSONImpl6ObjectENS1_13DumbPtrTraitsIS4_EEEE,\N,ps5rs-builtin,100,\N
GU1w2E3QXHY,_ZNK3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_30CommunicationRestrictionStatus2V311PsnWebErrorEEEE3endEv,\N,ps5rs-builtin,100,\N
oSOlHR1+AKw,_ZN3JSC9HandleSet12writeBarrierEPNS_7JSValueERKS1_,\N,ps5rs-builtin,100,\N
i6QHWSXrDwI,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS1_11Matchmaking2V121PlayerForTicketCreateEEaSERKS7_,\N,ps5rs-builtin,100,\N
3dtgXy2KyBo,_ZN3sce3Psr3Gpu79splitting_compute_split_priority_for_triangle_no_splitting_shader_mesh_3_headerE,\N,ps5rs-builtin,100,\N
po5rSRf0mLw,_ZN3NCA14pffft_zreorderEPNS_11PFFFT_SetupEPKfPfNS_17pffft_direction_tE,\N,ps5rs-builtin,100,\N
YxdY94Fw670,_ZN3JSC32JSDestructibleObjectHeapCellTypeD0Ev,\N,ps5rs-builtin,100,\N
35MoRFyQVGE,_ZN3sce2Np9CppWebApi11UserProfile2V131GetBlockingUsersResponseFactory6createEPNS1_6Common10LibContextERKNS5_6VectorImEEiPNS5_12IntrusivePtrINS3_24GetBlockingUsersResponseEEE,\N,ps5rs-builtin,100,\N
AB6xGODZH3Q,_ZN3sce2Np9CppWebApi14SessionManager2V115GameSessionsApi21postGameSessionsTouchEiRKNS4_32ParameterToPostGameSessionsTouchERNS1_6Common11TransactionINS8_12IntrusivePtrINS3_33PostGameSessionsTouchResponseBodyEEENSA_INS8_18ResponseHeaderBaseEEEEE,\N,ps5rs-builtin,100,\N
ugJ1UAAO5As,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS3_INS1_14ConnectAccount2V214PSNError_errorEEEEEED2Ev,\N,ps5rs-builtin,100,\N
h9v3R3VV5mM,_ZN9Inspector23TargetBackendDispatcherD0Ev,\N,ps5rs-builtin,100,\N
k9v2fIJ8mFQ,_ZN3sce6Canvas9acquireIdEv,\N,ps5rs-builtin,100,\N
jCJ+gks483A,sceShellCoreUtilGetCrashReportFilterInfoStart,\N,ps5rs-builtin,100,\N
DDHG1a6+3q0,roundf,\N,ps5rs-builtin,100,\N
z9c7BCwhmiQ,.LCPI281_4,\N,ps5rs-builtin,100,\N
mGU4C5ukmJE,_ZN3sce14PhysicsEffects16readFloat32ArrayEPPhPfj,\N,ps5rs-builtin,100,\N
fYiGtqSedo4,_ZN3sce2Np9CppWebApi6Common15TransactionImplINS2_12IntrusivePtrINS1_14SessionManager2V133PostGameSessionsTouchResponseBodyEEENS4_INS2_18ResponseHeaderBaseEEEE28setResponseInformationOptionEP37SceNpWebApi2ResponseInformationOption,\N,ps5rs-builtin,100,\N
-XVsSpdT0IY,sceVnaSetEnableWupSettings,\N,ps5rs-builtin,100,\N
oln3hXAddPs,_ZN3sce2Np9CppWebApi6Common12IntrusivePtrINS2_6VectorINS1_7Matches2V125ResponseCooperativeResultEEEEC2EPS8_PFvSA_EPNS2_10LibContextE,\N,ps5rs-builtin,100,\N
7WpHZtUwQSo,sceNpManagerVshGetParentalControlFlag,\N,ps5rs-builtin,100,\N
aQmTpXp5Fgs,_ZN3sce2Np9CppWebApi6Common8IteratorINS2_12IntrusivePtrINS1_7Matches2V126RequestTeamMemberStatisticEEEEC1EPS8_,\N,ps5rs-builtin,100,\N
ZpmffbrCBFM,_ZN3sce2Np9CppWebApi6Common6VectorINS2_12IntrusivePtrINS1_11UserProfile2V113BasicPresenceEEEEixEm,\N,ps5rs-builtin,100,\N
h-+VxV8GFlE,_ZN7WebCore12deleteCookieERKNS_21NetworkStorageSessionERKNS_3URLERKN3WTF6StringE,\N,ps5rs-builtin,100,\N
wIGold7Lro0,sceNetConfigAddRouteWithInterface,\N,ps5rs-builtin,100,\N
UVuhWywf710,__p_section,\N,ps5rs-builtin,100,\N
byGmrbEKSOY,_ZNSt5tupleIJN3sce3Psr8internal9qbvh_viewEjjEEC2IRS3_JiiELDn0EEEOT_DpOT0_,\N,ps5rs-builtin,100,\N
zf3u3NWAyhQ,sceSblRcMgrIsAllowLogOverlayOnPsNowClient,\N,ps5rs-builtin,100,\N
jRltrkuEq2Y,_Z48sce_np_matching2_util_free_array_BinSearchFilterP29SceNpMatching2BinSearchFilteri,\N,ps5rs-builtin,100,\N
ZdEjpDm7yHY,__sanitizer_cov_trace_cmp1,\N,ps5rs-builtin,100,\N
auCmVHE980I,_ZN3sce3Psr3Gpu8cache_cbINS_3Agc18AsyncCommandBufferEE20write_srt_with_cacheINS0_8internal40srt_decompress_fan_node_shader_mesh_dataEEEvRKT_,\N,ps5rs-builtin,100,\N
